我的商店广告报告 - Shopee 马来西亚
用户名称:,kuca1.my
报告创建时间：,23/03/2023 23:12
时间：,22/03/2023 - 22/03/2023
商店ID:,833005508

排序,广告名称,状态,商品编号,广告类型,关键字/展示位置,匹配类型,搜寻结果,手动/自动,开始日期,结束日期,浏览数,点击数,点击率,平均排名,转化,直接转化,转化率,直接转化率,每点击成本,每一转化的成本,每一直接转化的成本,商品已出售,直接已售商品,销售金额,直接销售金额,花费,投资产出比,直接投资产出比,成本收入对比,直接成本收入对比,商品浏览数,商品点击数,商品点击率
1163,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar bulat,手动,02/11/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1164,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar dewasa,手动,02/11/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1165,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar dinding lipat,手动,02/11/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1166,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar kecil,手动,02/11/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1167,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar kukuh,手动,02/11/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1168,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,Meja belajar lipat besar,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1169,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar lotus,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1170,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar with storage,手动,02/11/2022 00:00,无限制,1,0,0.00%,17.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1171,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja bulat jepun,手动,02/11/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1172,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja comel,手动,02/11/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1173,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja dinding,手动,02/11/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1174,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja estetik,手动,02/11/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1175,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja ikea belajar,手动,02/11/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1176,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja jepun lipat,手动,02/11/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1177,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja jepun lipat panjang,手动,02/11/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1178,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja jepun panjang,手动,02/11/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1179,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja kayu korea,手动,02/11/2022 00:00,无限制,1,0,0.00%,32.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1180,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja komputer dan printer,手动,02/11/2022 00:00,无限制,1,0,0.00%,23.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1181,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja lipat belajar besar,手动,02/11/2022 00:00,无限制,1,0,0.00%,25.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1182,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja makan lipat jepun,手动,02/11/2022 00:00,无限制,1,0,0.00%,13.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1183,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja makan lipat mudah alih,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1184,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja panjang,手动,02/11/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1185,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja pendek,手动,02/11/2022 00:00,无限制,1,0,0.00%,15.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1186,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,Meja sekolah,手动,02/11/2022 00:00,无限制,1,0,0.00%,68.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1187,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja sekolah rendah,手动,02/11/2022 00:00,无限制,1,0,0.00%,20.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1188,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja study ala ikea,手动,02/11/2022 00:00,无限制,1,0,0.00%,30.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1189,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,portable desk,手动,02/11/2022 00:00,无限制,1,0,0.00%,23.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1190,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,tabel,手动,02/11/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1191,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,table book,手动,02/11/2022 00:00,无限制,1,0,0.00%,20.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1192,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,table cabinet,手动,02/11/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1193,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,table stationeries,手动,02/11/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1194,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,writing table,手动,02/11/2022 00:00,无限制,1,0,0.00%,36.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1195,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,儿童书桌,手动,02/11/2022 00:00,无限制,1,0,0.00%,36.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1196,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,学习桌,手动,02/11/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1197,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,床上桌,手动,02/11/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1198,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,床桌,手动,02/11/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1199,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,桌子 臥室,手动,02/11/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1200,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,桌子可收,手动,02/11/2022 00:00,无限制,1,0,0.00%,15.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1201,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,的 桌子,手动,02/11/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1202,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,矮桌子,手动,02/11/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1203,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,電腦 桌子 可折疊,手动,02/11/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1204,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,饭桌,手动,02/11/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1205,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,adjustable laptop table,手动,02/11/2022 00:00,无限制,1,0,0.00%,13.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1206,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,Adjustable table laptop,手动,02/11/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1207,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,bed laptop table,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1208,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,cardiac table,手动,02/11/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1209,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,conputer desk,手动,02/11/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1210,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,foldable laptop table,手动,02/11/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1211,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,foldable table 3m,手动,02/11/2022 00:00,无限制,1,0,0.00%,19.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1212,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,Foldable table desk,手动,02/11/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1213,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,Foldable table with adjustable height,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1214,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,For table chair,手动,02/11/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1215,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,height adjustable desk,手动,02/11/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1216,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,katil sekali dengan meja,手动,02/11/2022 00:00,无限制,1,0,0.00%,36.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1217,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,Keperluan meja study,手动,02/11/2022 00:00,无限制,1,0,0.00%,42.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1218,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,laptop table adjustable,手动,02/11/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1219,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,laptop table foldable,手动,02/11/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
